ailMel1	0.203821655921133
allMis1	0.0999999995
amaVit1	0.099999999
anaPla1	0.181818180165289
anoCar2	0.090909090082645
apaSpi1	0.076923076331361
aptFor1	0.14999999925
aquChr2	0.066666666222222
araMac1	0.090909090082645
astMex1	0.166666663888889
balAcu1	0.211180124092435
bisBis1	0.202797202655387
bosTau8	0.20408163251423
calAnn1	0
calJac3	0.165178571354831
calMil1	0.285714281632653
camFer1	0.162162162052593
canFam3	0.210191082668668
capHir1	0.197278911430422
cavPor3	0.219858155872441
cerSim1	0.165680473274745
chaVoc2	0.307692305325444
cheMyd1	0.166666665972222
chiLan1	0.214285714146568
chlSab2	0.086466165381028
chrAsi1	0.16964285699139
chrPic2	0.172413792508918
colLiv1	0.153846152662722
conCri1	0.179487179333772
corBra1	0
corCor1	0.076923076331361
criGri1	0.236641221193404
cucCan1	0.099999999
cynSem1	0.142857140816327
cypVar1	0
danRer10	0
dasNov3	0.166666666545894
dicLab1	0.199999996
echTel2	0.202020201816141
egrGar1	0.2499999984375
eleEdw1	0.165048543529079
eptFus1	0.187969924670699
equCab2	0.136645962648046
eriEur2	0.221153845941198
esoLuc1	0
falChe1	0.090909090082645
falPer1	0.076923076331361
felCat8	0.174999999890625
ficAlb2	0.315789472022161
fr3	0.199999996
gadMor1	0
galGal4	0.166666665740741
galVar1	0.201149425171753
gasAcu1	0.142857140816327
gavGan0	0.04999999975
geoFor1	0.176470587197232
gorGor3	0.019083969458365
halLeu1	0.111111110493827
hapBur1	0.142857140816327
hetGla2	0.187499999882812
hg38	0.328859060292329
HLnotFur1	0
HLtupMer3	0.066666666222222
jacJac1	0.264957264730806
latCha1	0.272727270247934
lepOcu1	0.1249999984375
lepWed1	0.155279503009143
letCam1	0
loxAfr3	0.190476190346615
macEug2	0.156249999511719
macFas5	0.083969465616806
manPen1	0.185714285581633
manVit1	0.076923076331361
mayZeb1	0.142857140816327
melGal1	0
melUnd1	0.214285712755102
mesAur1	0.276785714038584
micMur2	0.189944133972098
micOch1	0.260504201461761
mm10	0.243697478786809
monDom5	0.311111110419753
musFur1	0.203821655921133
myoDav1	0.2159999998272
myoLuc2	0.2159999998272
nanGal1	0.260563380098195
nanPar1	0.222222219753086
nasLar1	0.104166666612413
neoBri1	0.142857140816327
nipNip1	0.187499998828125
nomLeu3	0.081481481451303
notCor1	0
ochPri3	0.260162601414502
octDeg1	0.190140844936521
odoRosDiv1	0.182926829156752
opiHoa1	0.083333332638889
orcOrc1	0.189024390128644
oreNil2	0.142857140816327
ornAna2	0.214285713520408
oryAfe1	0.161538461414201
oryCun2	0.199999999857143
oryLat2	0
otoGar3	0.23121387269872
oviAri3	0.19858156014285
panHod1	0.197278911430422
panPan1	0.014598540140658
panTro4	0.017857142850765
papAnu2	0.088803088768802
pelSin1	0.111111110493827
perManBai1	0.28461538439645
petMar2	0.199999996
phyCat1	0.168749999894531
picPub1	0.307692305325444
poeFor1	0
poeRet1	0
ponAbe2	0.074349442351543
pseHum1	0.176470587197232
pteAle1	0.169934640411807
pteVam1	0.145985401353295
punNye1	0.142857140816327
pygAde1	0.066666666222222
pytBiv1	0.214285712755102
rheMac3	0.082677165321781
rhiRox1	0.10894941630002
rn6	0.249999999776786
saiBol1	0.148471615655689
sarHar1	0.219512194586556
serCan1	0.363636361983471
sorAra2	0.217391304111531
speTri2	0.207792207657278
stePar1	0
strCam1	0.15789473601108
susScr3	0.139534883612764
taeGut2	0.260869564083176
takFla1	0.199999996
tarSyr2	0.189349112313995
tetNig2	0
tinGut2	0.090909090082645
triMan1	0.140939597220846
tupChi1	0.189189189061359
turTru2	0.174999999890625
ursMar1	0.191082802426062
vicPac2	0.154362416003784
xenTro7	0
xipMac1	0
zonAlb1	0.062499999609375
